C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_156.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_156.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_156.jpg,0,0,0,3.830296E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_232.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_232.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_232.jpg,0,0,0,5.524193E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_315.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_315.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_315.jpg,0,0,0,7.385673E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_400.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_400.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_400.jpg,0,0,0,1.257471E-05
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_468.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_468.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_468.jpg,0,0,0,4.727875E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_550.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_550.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_550.jpg,0,0,0,6.190256E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_628.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_628.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_628.jpg,0,0,0,7.586691E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_703.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_703.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_703.jpg,0,0,0,8.916626E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_782.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_782.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_782.jpg,0,0,0,1.004699E-05
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_851.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_851.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_851.jpg,-0.15,0,0,3.678064E-06
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_23_919.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_23_919.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_23_919.jpg,-0.35,0.1018377,0,0.03209882
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_24_000.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_24_000.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_24_000.jpg,0,0.3433161,0,0.2502622
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_24_077.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_24_077.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_24_077.jpg,0,0.5698128,0,0.5811217
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_24_154.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_24_154.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_24_154.jpg,0,0.7571679,0,1.226887
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_24_231.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_24_231.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_24_231.jpg,0,1,0,2.117116
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_24_304.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_24_304.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_24_304.jpg,0,1,0,3.065464
C:\Users\piyus\Desktop\avsdata\IMG\center_2024_03_14_20_34_24_372.jpg,C:\Users\piyus\Desktop\avsdata\IMG\left_2024_03_14_20_34_24_372.jpg,C:\Users\piyus\Desktop\avsdata\IMG\right_2024_03_14_20_34_24_372.jpg,0,1,0,3.767714
